Crop,Date,Variety,State,District,Min Price (Rs-Quintal),Max Price (Rs-Quintal),Modal Price
Green Chilli,24-06-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,01-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,05-06-2024,Green Chilly,Andhra Pradesh,Chittor,8000,10000,9000
Green Chilli,06-06-2024,Green Chilly,Andhra Pradesh,Chittor,8000,10000,9000
Green Chilli,07-06-2024,Green Chilly,Andhra Pradesh,Chittor,8000,10000,9000
Green Chilli,09-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,5000,4500
Green Chilli,05-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,12-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,5000,4500
Green Chilli,04-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,08-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,5000,4500
Green Chilli,06-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,19-07-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,17-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,14-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,22-08-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,27-08-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,21-08-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,23-08-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,03-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,08-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,06-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,07-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,6000,5000
Green Chilli,29-08-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,19-08-2024,Green Chilly,Andhra Pradesh,Chittor,4000,5500,4500
Green Chilli,03-09-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,13-09-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,21-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,19-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,17-09-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,18-09-2024,Green Chilly,Andhra Pradesh,Chittor,3000,5000,4000
Green Chilli,28-09-2024,Green Chilly,Andhra Pradesh,Chittor,2000,3000,2500
Green Chilli,20-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,24-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,30-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,26-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,27-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,20-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,24-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,30-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,26-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,27-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Green Chilli,27-09-2024,Green Chilly,Andhra Pradesh,Chittor,2500,4000,3000
Groundnut,29-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5369,7869,6599
Groundnut,27-12-2023,Local,Andhra Pradesh,Kurnool,5370,7870,6600
Groundnut,29-12-2023,Local,Andhra Pradesh,Kurnool,5371,7871,6601
Groundnut,27-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5372,7872,6602
Groundnut,28-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5373,7873,6603
Groundnut,28-12-2023,Local,Andhra Pradesh,Cuddapah,5374,7874,6604
Groundnut,19-12-2023,Local,Andhra Pradesh,Kurnool,5375,7875,6605
Groundnut,22-12-2023,Local,Andhra Pradesh,Cuddapah,5376,7876,6606
Groundnut,14-11-2023,Local,Andhra Pradesh,Kurnool,5377,7877,6607
Groundnut,15-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5378,7878,6608
Groundnut,16-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5379,7879,6609
Groundnut,16-11-2023,Local,Andhra Pradesh,Kurnool,5380,7880,6610
Groundnut,10-11-2023,Local,Andhra Pradesh,Kurnool,5381,7881,6611
Groundnut,07-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5382,7882,6612
Groundnut,08-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5383,7883,6613
Groundnut,11-11-2023,Local,Andhra Pradesh,Kurnool,5384,7884,6614
Groundnut,17-11-2023,Local,Andhra Pradesh,Kurnool,5385,7885,6615
Groundnut,09-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5386,7886,6616
Groundnut,10-11-2023,Local,Andhra Pradesh,Cuddapah,5387,7887,6617
Groundnut,20-11-2023,Local,Andhra Pradesh,Kurnool,5388,7888,6618
Groundnut,09-11-2023,Local,Andhra Pradesh,Kurnool,5389,7889,6619
Groundnut,17-11-2023,Local,Andhra Pradesh,Cuddapah,5390,7890,6620
Groundnut,21-11-2023,Local,Andhra Pradesh,Cuddapah,5391,7891,6621
Groundnut,07-11-2023,Local,Andhra Pradesh,Kurnool,5392,7892,6622
Groundnut,22-12-2023,Local,Andhra Pradesh,Kurnool,5393,7893,6623
Groundnut,20-12-2023,Local,Andhra Pradesh,Cuddapah,5394,7894,6624
Groundnut,21-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5395,7895,6625
Groundnut,21-12-2023,Local,Andhra Pradesh,Kurnool,5396,7896,6626
Groundnut,23-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5397,7897,6627
Groundnut,22-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5398,7898,6628
Groundnut,04-01-2024,Local,Andhra Pradesh,Kurnool,5399,7899,6629
Groundnut,04-01-2024,Local,Andhra Pradesh,Cuddapah,5400,7900,6630
Groundnut,05-01-2024,Local,Andhra Pradesh,Kurnool,5401,7901,6631
Groundnut,05-01-2024,Local,Andhra Pradesh,Cuddapah,5402,7902,6632
Groundnut,08-01-2024,Local,Andhra Pradesh,Kurnool,5403,7903,6633
Groundnut,09-01-2024,Local,Andhra Pradesh,Cuddapah,5404,7904,6634
Groundnut,09-01-2024,Local,Andhra Pradesh,Kurnool,5405,7905,6635
Groundnut,30-01-2024,Local,Andhra Pradesh,Cuddapah,5406,7906,6636
Groundnut,30-01-2024,Local,Andhra Pradesh,Kurnool,5407,7907,6637
Groundnut,29-01-2024,Local,Andhra Pradesh,Cuddapah,5408,7908,6638
Groundnut,01-02-2024,Local,Andhra Pradesh,Cuddapah,5409,7909,6639
Groundnut,03-02-2024,Local,Andhra Pradesh,Cuddapah,5410,7910,6640
Groundnut,06-02-2024,Local,Andhra Pradesh,Kurnool,5411,7911,6641
Groundnut,02-02-2024,Local,Andhra Pradesh,Cuddapah,5412,7912,6642
Groundnut,02-02-2024,Local,Andhra Pradesh,Kurnool,5413,7913,6643
Groundnut,03-02-2024,Local,Andhra Pradesh,Kurnool,5414,7914,6644
Groundnut,08-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5415,7915,6645
Groundnut,08-02-2024,Local,Andhra Pradesh,Kurnool,5416,7916,6646
Groundnut,12-02-2024,Local,Andhra Pradesh,Cuddapah,5417,7917,6647
Groundnut,06-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5418,7918,6648
Groundnut,09-02-2024,Local,Andhra Pradesh,Cuddapah,5419,7919,6649
Groundnut,07-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5420,7920,6650
Groundnut,07-02-2024,Local,Andhra Pradesh,Kurnool,5421,7921,6651
Groundnut,10-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5422,7922,6652
Groundnut,10-02-2024,Local,Andhra Pradesh,Kurnool,5423,7923,6653
Groundnut,31-01-2024,Local,Andhra Pradesh,Kurnool,5424,7924,6654
Groundnut,31-01-2024,Local,Andhra Pradesh,Cuddapah,5425,7925,6655
Groundnut,01-02-2024,Local,Andhra Pradesh,Kurnool,5426,7926,6656
Groundnut,05-02-2024,Local,Andhra Pradesh,Kurnool,5427,7927,6657
Groundnut,14-02-2024,Local,Andhra Pradesh,Kurnool,5428,7928,6658
Groundnut,12-02-2024,Local,Andhra Pradesh,Cuddapah,5429,7929,6659
Groundnut,06-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5430,7930,6660
Groundnut,09-02-2024,Local,Andhra Pradesh,Cuddapah,5431,7931,6661
Groundnut,07-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5432,7932,6662
Groundnut,07-02-2024,Local,Andhra Pradesh,Kurnool,5433,7933,6663
Groundnut,10-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5434,7934,6664
Groundnut,10-02-2024,Local,Andhra Pradesh,Kurnool,5435,7935,6665
Groundnut,31-01-2024,Local,Andhra Pradesh,Kurnool,5436,7936,6666
Groundnut,31-01-2024,Local,Andhra Pradesh,Cuddapah,5437,7937,6667
Groundnut,01-02-2024,Local,Andhra Pradesh,Kurnool,5438,7938,6668
Groundnut,05-02-2024,Local,Andhra Pradesh,Kurnool,5439,7939,6669
Groundnut,14-02-2024,Local,Andhra Pradesh,Kurnool,5440,7940,6670
Groundnut,15-02-2024,Local,Andhra Pradesh,Cuddapah,5441,7941,6671
Groundnut,16-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5442,7942,6672
Groundnut,12-02-2024,Local,Andhra Pradesh,Kurnool,5443,7943,6673
Groundnut,12-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5444,7944,6674
Groundnut,27-02-2024,Local,Andhra Pradesh,Kurnool,5445,7945,6675
Groundnut,26-02-2024,Local,Andhra Pradesh,Cuddapah,5446,7946,6676
Groundnut,26-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5447,7947,6677
Groundnut,26-02-2024,Local,Andhra Pradesh,Kurnool,5448,7948,6678
Groundnut,27-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5449,7949,6679
Groundnut,02-03-2024,Local,Andhra Pradesh,Cuddapah,5450,7950,6680
Groundnut,02-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5451,7951,6681
Groundnut,02-03-2024,Local,Andhra Pradesh,Kurnool,5452,7952,6682
Groundnut,19-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5453,7953,6683
Groundnut,19-02-2024,Local,Andhra Pradesh,Cuddapah,5454,7954,6684
Groundnut,17-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5455,7955,6685
Groundnut,17-02-2024,Local,Andhra Pradesh,Kurnool,5456,7956,6686
Groundnut,19-02-2024,Local,Andhra Pradesh,Kurnool,5457,7957,6687
Groundnut,20-02-2024,Local,Andhra Pradesh,Cuddapah,5458,7958,6688
Groundnut,20-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5459,7959,6689
Groundnut,20-02-2024,Local,Andhra Pradesh,Kurnool,5460,7960,6690
Groundnut,28-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5461,7961,6691
Groundnut,28-02-2024,Local,Andhra Pradesh,Kurnool,5462,7962,6692
Groundnut,28-02-2024,Local,Andhra Pradesh,Cuddapah,5463,7963,6693
Groundnut,29-02-2024,Local,Andhra Pradesh,Kurnool,5464,7964,6694
Groundnut,29-02-2024,Local,Andhra Pradesh,Cuddapah,5465,7965,6695
Groundnut,29-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5466,7966,6696
Groundnut,01-03-2024,Local,Andhra Pradesh,Cuddapah,5467,7967,6697
Groundnut,01-03-2024,Local,Andhra Pradesh,Kurnool,5468,7968,6698
Groundnut,01-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5469,7969,6699
Groundnut,04-03-2024,Local,Andhra Pradesh,Cuddapah,5470,7970,6700
Groundnut,04-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5471,7971,6701
Groundnut,05-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5472,7972,6702
Groundnut,05-03-2024,Local,Andhra Pradesh,Cuddapah,5473,7973,6703
Groundnut,05-03-2024,Local,Andhra Pradesh,Kurnool,5474,7974,6704
Groundnut,06-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5475,7975,6705
Groundnut,19-01-2024,Local,Andhra Pradesh,Cuddapah,5476,7976,6706
Groundnut,19-01-2024,Local,Andhra Pradesh,Kurnool,5477,7977,6707
Groundnut,10-01-2024,Local,Andhra Pradesh,Cuddapah,5478,7978,6708
Groundnut,12-01-2024,Local,Andhra Pradesh,Kurnool,5479,7979,6709
Groundnut,17-01-2024,Local,Andhra Pradesh,Kurnool,5480,7980,6710
Groundnut,20-01-2024,Local,Andhra Pradesh,Cuddapah,5481,7981,6711
Groundnut,20-01-2024,Local,Andhra Pradesh,Kurnool,5482,7982,6712
Groundnut,23-01-2024,Local,Andhra Pradesh,Kurnool,5483,7983,6713
Groundnut,11-01-2024,Local,Andhra Pradesh,Cuddapah,5484,7984,6714
Groundnut,13-01-2024,Local,Andhra Pradesh,Kurnool,5485,7985,6715
Groundnut,12-01-2024,Local,Andhra Pradesh,Cuddapah,5486,7986,6716
Groundnut,23-01-2024,Local,Andhra Pradesh,Cuddapah,5487,7987,6717
Groundnut,25-01-2024,Local,Andhra Pradesh,Cuddapah,5488,7988,6718
Groundnut,18-12-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5489,7989,6719
Groundnut,21-11-2023,Local,Andhra Pradesh,Cuddapah,5490,7990,6720
Groundnut,21-11-2023,Local,Andhra Pradesh,Cuddapah,5491,7991,6721
Groundnut,18-03-2024,Local,Andhra Pradesh,Kurnool,5492,7992,6722
Groundnut,18-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5493,7993,6723
Groundnut,19-03-2024,Local,Andhra Pradesh,Kurnool,5494,7994,6724
Groundnut,15-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5495,7995,6725
Groundnut,16-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5496,7996,6726
Groundnut,23-03-2024,Local,Andhra Pradesh,Kurnool,5497,7997,6727
Groundnut,26-03-2024,Local,Andhra Pradesh,Kurnool,5498,7998,6728
Groundnut,26-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5499,7999,6729
Groundnut,27-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5500,8000,6730
Groundnut,27-03-2024,Local,Andhra Pradesh,Kurnool,5501,8001,6731
Groundnut,21-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5502,8002,6732
Groundnut,21-03-2024,Local,Andhra Pradesh,Kurnool,5503,8003,6733
Groundnut,22-03-2024,Local,Andhra Pradesh,Kurnool,5504,8004,6734
Groundnut,22-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5505,8005,6735
Groundnut,22-02-2024,Local,Andhra Pradesh,Cuddapah,5506,8006,6736
Groundnut,23-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5507,8007,6737
Groundnut,23-02-2024,Local,Andhra Pradesh,Kurnool,5508,8008,6738
Groundnut,21-02-2024,Local,Andhra Pradesh,Kurnool,5509,8009,6739
Groundnut,21-02-2024,Local,Andhra Pradesh,Cuddapah,5510,8010,6740
Groundnut,21-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5511,8011,6741
Groundnut,22-02-2024,Local,Andhra Pradesh,Kurnool,5512,8012,6742
Groundnut,24-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5513,8013,6743
Groundnut,24-02-2024,Local,Andhra Pradesh,Kurnool,5514,8014,6744
Groundnut,15-02-2024,Local,Andhra Pradesh,Kurnool,5515,8015,6745
Groundnut,15-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5516,8016,6746
Groundnut,13-02-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5517,8017,6747
Groundnut,13-02-2024,Local,Andhra Pradesh,Kurnool,5518,8018,6748
Groundnut,16-02-2024,Local,Andhra Pradesh,Kurnool,5519,8019,6749
Groundnut,14-02-2024,Local,Andhra Pradesh,Cuddapah,5520,8020,6750
Groundnut,13-02-2024,Local,Andhra Pradesh,Cuddapah,5521,8021,6751
Groundnut,07-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5522,8022,6752
Groundnut,13-03-2024,Local,Andhra Pradesh,Kurnool,5523,8023,6753
Groundnut,07-03-2024,Local,Andhra Pradesh,Kurnool,5524,8024,6754
Groundnut,14-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5525,8025,6755
Groundnut,12-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5526,8026,6756
Groundnut,12-03-2024,Local,Andhra Pradesh,Kurnool,5527,8027,6757
Groundnut,13-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5528,8028,6758
Groundnut,06-03-2024,Local,Andhra Pradesh,Cuddapah,5529,8029,6759
Groundnut,06-03-2024,Local,Andhra Pradesh,Kurnool,5530,8030,6760
Groundnut,11-03-2024,Local,Andhra Pradesh,Kurnool,5531,8031,6761
Groundnut,15-03-2024,Local,Andhra Pradesh,Kurnool,5532,8032,6762
Groundnut,14-03-2024,Local,Andhra Pradesh,Kurnool,5533,8033,6763
Groundnut,16-03-2024,Local,Andhra Pradesh,Kurnool,5534,8034,6764
Groundnut,19-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5535,8035,6765
Groundnut,16-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5536,8036,6766
Groundnut,19-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5537,8037,6767
Groundnut,16-10-2023,Local,Andhra Pradesh,Kurnool,5538,8038,6768
Groundnut,17-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5539,8039,6769
Groundnut,17-10-2023,Local,Andhra Pradesh,Kurnool,5540,8040,6770
Groundnut,18-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5541,8041,6771
Groundnut,18-10-2023,Local,Andhra Pradesh,Cuddapah,5542,8042,6772
Groundnut,18-10-2023,Local,Andhra Pradesh,Kurnool,5543,8043,6773
Groundnut,11-10-2023,Local,Andhra Pradesh,Cuddapah,5544,8044,6774
Groundnut,06-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5545,8045,6775
Groundnut,06-10-2023,Local,Andhra Pradesh,Cuddapah,5546,8046,6776
Groundnut,09-10-2023,Local,Andhra Pradesh,Cuddapah,5547,8047,6777
Groundnut,09-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5548,8048,6778
Groundnut,09-10-2023,Local,Andhra Pradesh,Kurnool,5549,8049,6779
Groundnut,06-10-2023,Local,Andhra Pradesh,Kurnool,5550,8050,6780
Groundnut,07-10-2023,Local,Andhra Pradesh,Cuddapah,5551,8051,6781
Groundnut,07-10-2023,Local,Andhra Pradesh,Kurnool,5552,8052,6782
Groundnut,07-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5553,8053,6783
Groundnut,05-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5554,8054,6784
Groundnut,05-10-2023,Local,Andhra Pradesh,Kurnool,5555,8055,6785
Groundnut,04-10-2023,Local,Andhra Pradesh,Cuddapah,5556,8056,6786
Groundnut,04-10-2023,Local,Andhra Pradesh,Kurnool,5557,8057,6787
Groundnut,27-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5558,8058,6788
Groundnut,27-10-2023,Local,Andhra Pradesh,Kurnool,5559,8059,6789
Groundnut,25-10-2023,Local,Andhra Pradesh,Cuddapah,5560,8060,6790
Groundnut,09-10-2023,Local,Andhra Pradesh,Kurnool,5561,8061,6791
Groundnut,06-10-2023,Local,Andhra Pradesh,Kurnool,5562,8062,6792
Groundnut,07-10-2023,Local,Andhra Pradesh,Cuddapah,5563,8063,6793
Groundnut,07-10-2023,Local,Andhra Pradesh,Kurnool,5564,8064,6794
Groundnut,07-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5565,8065,6795
Groundnut,05-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5566,8066,6796
Groundnut,05-10-2023,Local,Andhra Pradesh,Kurnool,5567,8067,6797
Groundnut,04-10-2023,Local,Andhra Pradesh,Cuddapah,5568,8068,6798
Groundnut,04-10-2023,Local,Andhra Pradesh,Kurnool,5569,8069,6799
Groundnut,27-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5570,8070,6800
Groundnut,27-10-2023,Local,Andhra Pradesh,Kurnool,5571,8071,6801
Groundnut,25-10-2023,Local,Andhra Pradesh,Cuddapah,5572,8072,6802
Groundnut,26-10-2023,Local,Andhra Pradesh,Kurnool,5573,8073,6803
Groundnut,30-10-2023,Local,Andhra Pradesh,Kurnool,5574,8074,6804
Groundnut,01-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5575,8075,6805
Groundnut,01-11-2023,Local,Andhra Pradesh,Cuddapah,5576,8076,6806
Groundnut,01-11-2023,Local,Andhra Pradesh,Kurnool,5577,8077,6807
Groundnut,02-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5578,8078,6808
Groundnut,20-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5579,8079,6809
Groundnut,20-10-2023,Local,Andhra Pradesh,Kurnool,5580,8080,6810
Groundnut,26-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5581,8081,6811
Groundnut,03-10-2023,Local,Andhra Pradesh,Kurnool,5582,8082,6812
Groundnut,03-10-2023,Local,Andhra Pradesh,Cuddapah,5583,8083,6813
Groundnut,03-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5584,8084,6814
Groundnut,04-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5585,8085,6815
Groundnut,05-10-2023,Local,Andhra Pradesh,Cuddapah,5586,8086,6816
Groundnut,10-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5587,8087,6817
Groundnut,10-10-2023,Local,Andhra Pradesh,Kurnool,5588,8088,6818
Groundnut,12-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5589,8089,6819
Groundnut,12-10-2023,Local,Andhra Pradesh,Kurnool,5590,8090,6820
Groundnut,13-10-2023,Local,Andhra Pradesh,Kurnool,5591,8091,6821
Groundnut,11-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5592,8092,6822
Groundnut,11-10-2023,Local,Andhra Pradesh,Kurnool,5593,8093,6823
Groundnut,13-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5594,8094,6824
Groundnut,03-11-2023,Local,Andhra Pradesh,Kurnool,5595,8095,6825
Groundnut,04-11-2023,Local,Andhra Pradesh,Cuddapah,5596,8096,6826
Groundnut,02-11-2023,Local,Andhra Pradesh,Kurnool,5597,8097,6827
Groundnut,03-11-2023,Local,Andhra Pradesh,Cuddapah,5598,8098,6828
Groundnut,03-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5599,8099,6829
Groundnut,04-11-2023,Local,Andhra Pradesh,Kurnool,5600,8100,6830
Groundnut,28-10-2023,Local,Andhra Pradesh,Kurnool,5601,8101,6831
Groundnut,30-10-2023,Local,Andhra Pradesh,Cuddapah,5602,8102,6832
Groundnut,30-10-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5603,8103,6833
Groundnut,19-10-2023,Local,Andhra Pradesh,Kurnool,5604,8104,6834
Groundnut,25-10-2023,Local,Andhra Pradesh,Kurnool,5605,8105,6835
Groundnut,04-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5606,8106,6836
Groundnut,06-11-2023,Balli-Habbu,Andhra Pradesh,Kurnool,5607,8107,6837
Groundnut,06-11-2023,Local,Andhra Pradesh,Cuddapah,5608,8108,6838
Groundnut,06-11-2023,Local,Andhra Pradesh,Kurnool,5609,8109,6839
Groundnut,01-06-2024,Local,Andhra Pradesh,Kurnool,5610,8110,6840
Groundnut,31-05-2024,Local,Andhra Pradesh,Kurnool,5611,8111,6841
Groundnut,31-05-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5612,8112,6842
Groundnut,01-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5613,8113,6843
Groundnut,28-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5614,8114,6844
Groundnut,28-03-2024,Local,Andhra Pradesh,Kurnool,5615,8115,6845
Groundnut,04-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5616,8116,6846
Groundnut,14-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5617,8117,6847
Groundnut,14-06-2024,Local,Andhra Pradesh,Kurnool,5618,8118,6848
Groundnut,11-06-2024,Local,Andhra Pradesh,Kurnool,5619,8119,6849
Groundnut,12-06-2024,Balli-Habbu,Andhra Pradesh,Nellore,5620,8120,6850
Groundnut,15-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5621,8121,6851
Groundnut,15-06-2024,Local,Andhra Pradesh,Kurnool,5622,8122,6852
Groundnut,04-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5623,8123,6853
Groundnut,04-04-2024,Local,Andhra Pradesh,Kurnool,5624,8124,6854
Groundnut,30-03-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5625,8125,6855
Groundnut,03-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5626,8126,6856
Groundnut,03-04-2024,Local,Andhra Pradesh,Kurnool,5627,8127,6857
Groundnut,06-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5628,8128,6858
Groundnut,06-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5629,8129,6859
Groundnut,11-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5630,8130,6860
Groundnut,13-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5631,8131,6861
Groundnut,13-06-2024,Local,Andhra Pradesh,Kurnool,5632,8132,6862
Groundnut,06-04-2024,Local,Andhra Pradesh,Kurnool,5633,8133,6863
Groundnut,13-04-2024,Local,Andhra Pradesh,Kurnool,5634,8134,6864
Groundnut,15-04-2024,Local,Andhra Pradesh,Kurnool,5635,8135,6865
Groundnut,21-06-2024,Local,Andhra Pradesh,Kurnool,5636,8136,6866
Groundnut,17-05-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5637,8137,6867
Groundnut,17-05-2024,Local,Andhra Pradesh,Kurnool,5638,8138,6868
Groundnut,13-04-2024,Local,Andhra Pradesh,Kurnool,5639,8139,6869
Groundnut,30-05-2024,Local,Andhra Pradesh,Kurnool,5640,8140,6870
Groundnut,01-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5641,8141,6871
Groundnut,03-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5642,8142,6872
Groundnut,03-06-2024,Balli-Habbu,Andhra Pradesh,Nellore,5643,8143,6873
Groundnut,04-06-2024,Balli-Habbu,Andhra Pradesh,Nellore,5644,8144,6874
Groundnut,27-06-2024,Local,Andhra Pradesh,Kurnool,5645,8145,6875
Groundnut,27-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5646,8146,6876
