Crop,Date,Variety,State,District,Min Price (Rs-Quintal),Max Price (Rs-Quintal),Modal Price
Maize,12-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-01-2024,Local,Andhra Pradesh,Kurnool,1981,2090,2079
Maize,18-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,23-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,25-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,25-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,25-01-2024,Local,Andhra Pradesh,Kurnool,2059,2210,2201
Maize,26-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-01-2024,Local,Andhra Pradesh,Kurnool,1850,2212,2212
Maize,17-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-01-2024,Local,Andhra Pradesh,Kurnool,1640,2090,1950
Maize,22-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,23-01-2024,Local,Andhra Pradesh,Kurnool,2079,2151,2129
Maize,22-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,24-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,24-01-2024,Local,Andhra Pradesh,Kurnool,1890,2189,2179
Maize,24-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,24-01-2024,Local,Andhra Pradesh,Anantapur,2000,2200,2100
Maize,27-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,08-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2350,2300
Maize,08-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2300,2250
Maize,18-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-12-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-12-2023,Local,Andhra Pradesh,Kurnool,1560,2171,1850
Maize,01-12-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2380,2300
Maize,21-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2380,2300
Maize,21-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2380,2300
Maize,21-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-03-2024,Local,Andhra Pradesh,Kurnool,1809,2123,2112
Maize,16-03-2024,Local,Andhra Pradesh,Kurnool,1960,2120,2120
Maize,15-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-03-2024,Local,Andhra Pradesh,Kurnool,2124,2124,2124
Maize,22-03-2024,Local,Andhra Pradesh,Kurnool,1900,2125,2125
Maize,23-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-03-2024,Local,Andhra Pradesh,Kurnool,1729,2134,2130
Maize,27-03-2024,Local,Andhra Pradesh,Kurnool,1729,2142,2142
Maize,27-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,22-02-2024,Local,Andhra Pradesh,Kurnool,1489,2139,2139
Maize,22-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,23-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,23-02-2024,Local,Andhra Pradesh,Kurnool,1379,2179,2179
Maize,23-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-02-2024,Local,Andhra Pradesh,Kurnool,1939,2225,2210
Maize,21-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,22-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,24-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,24-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,24-02-2024,Local,Andhra Pradesh,Kurnool,1959,2090,1959
Maize,13-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-02-2024,Local,Andhra Pradesh,Kurnool,1862,2090,2079
Maize,14-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-02-2024,Local,Andhra Pradesh,Kurnool,2019,2090,2019
Maize,07-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,12-03-2024,Local,Andhra Pradesh,Kurnool,1629,2101,2037
Maize,12-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-03-2024,Local,Andhra Pradesh,Kurnool,1721,2090,2039
Maize,13-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-03-2024,Local,Andhra Pradesh,Kurnool,1658,2117,2077
Maize,07-03-2024,Local,Andhra Pradesh,Kurnool,1401,2163,2050
Maize,07-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,11-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,11-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,06-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,11-03-2024,Local,Andhra Pradesh,Kurnool,1859,2142,2089
Maize,15-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,15-03-2024,Local,Andhra Pradesh,Kurnool,1300,2111,1959
Maize,16-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-03-2024,Local,Andhra Pradesh,Kurnool,1979,2116,2116
Maize,22-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,23-03-2024,Local,Andhra Pradesh,Kurnool,1849,2131,2054
Maize,17-10-2023,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,17-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-10-2023,Local,Andhra Pradesh,Kurnool,1680,2090,1969
Maize,19-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-10-2023,Local,Andhra Pradesh,Kurnool,1651,2090,1882
Maize,16-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,18-10-2023,Local,Andhra Pradesh,Kurnool,1739,2090,1781
Maize,11-10-2023,Local,Andhra Pradesh,Kurnool,1921,2090,1941
Maize,11-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,06-10-2023,Local,Andhra Pradesh,Kurnool,1520,2090,1520
Maize,09-10-2023,Local,Andhra Pradesh,Kurnool,1990,2090,2061
Maize,05-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-10-2023,Local,Andhra Pradesh,Kurnool,1950,2110,2079
Maize,07-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,09-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,03-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-10-2023,Local,Andhra Pradesh,Kurnool,1817,2090,2030
Maize,27-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,25-10-2023,Local,Andhra Pradesh,Kurnool,1855,2090,1855
Maize,25-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,30-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,31-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,31-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,01-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,01-11-2023,Local,Andhra Pradesh,Kurnool,1504,2090,2054
Maize,20-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-10-2023,Local,Andhra Pradesh,Kurnool,1492,2090,1767
Maize,26-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-10-2023,Local,Andhra Pradesh,Kurnool,1761,2090,1900
Maize,03-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,03-10-2023,Local,Andhra Pradesh,Kurnool,1839,2095,1980
Maize,04-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,04-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,04-10-2023,Local,Andhra Pradesh,Kurnool,2150,2150,2150
Maize,12-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,12-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,12-10-2023,Local,Andhra Pradesh,Kurnool,1819,2090,1849
Maize,16-10-2023,Local,Andhra Pradesh,Kurnool,1551,2090,1761
Maize,13-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-10-2023,Local,Andhra Pradesh,Kurnool,1449,2090,1849
Maize,10-10-2023,Local,Andhra Pradesh,Kurnool,1950,2090,1970
Maize,10-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,04-11-2023,Local,Andhra Pradesh,Kurnool,1420,2090,1800
Maize,04-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,02-11-2023,Local,Andhra Pradesh,Kurnool,1349,2090,1895
Maize,03-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,03-11-2023,Local,Andhra Pradesh,Kurnool,2101,2101,2101
Maize,04-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-10-2023,Local,Andhra Pradesh,Kurnool,1439,2090,1439
Maize,28-10-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,30-10-2023,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,30-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,25-10-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,30-10-2023,Local,Andhra Pradesh,Kurnool,1780,2090,1911
Maize,06-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,06-11-2023,Local,Andhra Pradesh,Kurnool,1510,2090,2037
Maize,06-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,01-06-2024,Local,Andhra Pradesh,Kurnool,2289,2289,2289
Maize,31-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,30-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,01-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-03-2024,Local,Andhra Pradesh,Kurnool,1917,2142,2142
Maize,28-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,15-06-2024,Local,Andhra Pradesh,Kurnool,2157,2157,2157
Maize,04-04-2024,Local,Andhra Pradesh,Kurnool,2134,2155,2138
Maize,03-04-2024,Local,Andhra Pradesh,Kurnool,1958,2149,2077
Maize,03-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,06-04-2024,Local,Andhra Pradesh,Kurnool,1809,2169,2166
Maize,13-06-2024,Local,Andhra Pradesh,Kurnool,1809,2090,2090
Maize,14-06-2024,Local,Andhra Pradesh,Kurnool,1650,2392,2392
Maize,06-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-04-2024,Local,Andhra Pradesh,Kurnool,2080,2182,2145
Maize,10-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-05-2024,Local,Andhra Pradesh,Kurnool,1874,2090,1874
Maize,17-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,17-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,18-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,13-04-2024,Local,Andhra Pradesh,Kurnool,2080,2182,2145
Maize,30-05-2024,Local,Andhra Pradesh,Kurnool,2285,2285,2285
Maize,30-05-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,25-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,02-07-2024,Local,Andhra Pradesh,Kurnool,2437,2437,2437
Maize,05-06-2024,Local,Andhra Pradesh,Kurnool,2289,2301,2289
Maize,08-06-2024,Local,Andhra Pradesh,Kurnool,2147,2331,2331
Maize,07-06-2024,Local,Andhra Pradesh,Kurnool,1956,2090,1956
Maize,10-06-2024,Local,Andhra Pradesh,Kurnool,2311,2379,2379
Maize,15-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2040,2200,2160
Maize,15-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2040,2200,2160
Maize,15-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,08-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,12-04-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-04-2024,Local,Andhra Pradesh,Kurnool,1685,2111,2058
Maize,04-05-2024,Local,Andhra Pradesh,Kurnool,2199,2249,2249
Maize,04-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,08-07-2024,Local,Andhra Pradesh,Kurnool,2502,2502,2502
Maize,26-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,26-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,25-06-2024,Local,Andhra Pradesh,Kurnool,1890,2090,1890
Maize,18-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,18-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,10-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2000,2200,2100
Maize,16-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2050,2250,2150
Maize,06-07-2024,Local,Andhra Pradesh,Kurnool,2079,2079,2079
Maize,19-07-2024,Local,Andhra Pradesh,Kurnool,2300,2300,2300
Maize,24-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2250,2200
Maize,24-07-2024,Local,Andhra Pradesh,Kurnool,1890,1890,1890
Maize,15-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,27-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,25-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2100,2200
Maize,23-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2100,2200
Maize,18-07-2024,Local,Andhra Pradesh,Kurnool,2580,2580,2580
Maize,27-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2200,2400,2300
Maize,19-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,30-07-2024,Local,Andhra Pradesh,Kurnool,2560,2560,2560
Maize,03-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,08-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2350,2300
Maize,06-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,09-08-2024,Local,Andhra Pradesh,Kurnool,1912,2617,1912
Maize,29-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2150,2350,2250
Maize,28-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Mango,30-05-2024,Safeda,Andhra Pradesh,East Godavari,1600,3200,2000
Mango,31-05-2024,Badami,Andhra Pradesh,Chittor,2000,3000,2500
Mango,31-05-2024,Safeda,Andhra Pradesh,East Godavari,1500,3200,2000
Mango,01-06-2024,Safeda,Andhra Pradesh,East Godavari,1500,3000,2000
Mango,31-05-2024,Badami,Andhra Pradesh,Krishna,1550,3000,1850
Mango,01-06-2024,Other,Andhra Pradesh,East Godavari,1000,2000,1000
Mango,01-06-2024,Raspuri,Andhra Pradesh,East Godavari,1500,3000,2000
Mango,31-05-2024,Raspuri,Andhra Pradesh,East Godavari,1000,2000,1800
Mango,31-05-2024,Other,Andhra Pradesh,East Godavari,800,1500,1000
Mango,01-06-2024,Badami,Andhra Pradesh,Krishna,1650,3700,1950
Mango,12-06-2024,Badami,Andhra Pradesh,Krishna,1950,3700,2200
Mango,12-06-2024,Raspuri,Andhra Pradesh,East Godavari,800,2500,1600
Mango,13-06-2024,Safeda,Andhra Pradesh,East Godavari,1000,3000,1500
Mango,14-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,14-06-2024,Totapuri,Andhra Pradesh,Krishna,1700,2800,1800
Mango,14-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,14-06-2024,Safeda,Andhra Pradesh,East Godavari,1000,3000,1500
Mango,12-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,12-06-2024,Safeda,Andhra Pradesh,East Godavari,1000,3000,1500
Mango,11-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,11-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,11-06-2024,Totapuri,Andhra Pradesh,Chittor,2400,2600,2500
Mango,11-06-2024,Badami,Andhra Pradesh,Chittor,1200,3400,2300
Mango,12-06-2024,Totapuri,Andhra Pradesh,Chittor,2200,2400,2300
Mango,14-06-2024,Raspuri,Andhra Pradesh,East Godavari,800,2000,1600
Mango,14-06-2024,Badami,Andhra Pradesh,Krishna,2050,3700,2200
Mango,15-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,15-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,15-06-2024,Badami,Andhra Pradesh,Krishna,1950,3700,2200
Mango,15-06-2024,Totapuri,Andhra Pradesh,Krishna,1700,2800,1800
Mango,15-06-2024,Badami,Andhra Pradesh,Chittor,1000,3400,2200
Mango,19-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,19-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,19-06-2024,Totapuri,Andhra Pradesh,Krishna,1900,2900,2100
Mango,19-06-2024,Badami,Andhra Pradesh,Krishna,2100,3900,2400
Mango,19-06-2024,Safeda,Andhra Pradesh,East Godavari,2000,3200,2500
Mango,19-06-2024,Raspuri,Andhra Pradesh,East Godavari,1500,2900,2000
Mango,19-06-2024,Other,Andhra Pradesh,East Godavari,500,1500,1000
Mango,19-06-2024,Totapuri,Andhra Pradesh,Krishna,1800,2800,1900
Mango,20-06-2024,Badami,Andhra Pradesh,Chittor,4000,5000,4500
Mango,20-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,20-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,20-06-2024,Totapuri,Andhra Pradesh,Krishna,1900,3000,2100
Mango,13-06-2024,Raspuri,Andhra Pradesh,East Godavari,800,2500,1600
Mango,13-06-2024,Totapuri,Andhra Pradesh,Krishna,1700,2800,1800
Mango,13-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,14-06-2024,Badami,Andhra Pradesh,Chittor,1000,3500,2300
Mango,14-06-2024,Other,Andhra Pradesh,East Godavari,800,1500,1400
Mango,18-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,18-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,18-06-2024,Totapuri,Andhra Pradesh,Krishna,1800,2800,1900
Mango,18-06-2024,Badami,Andhra Pradesh,Krishna,2050,3800,2200
Mango,18-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,18-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,18-06-2024,Badami,Andhra Pradesh,Krishna,2050,3800,2200
Mango,21-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,21-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,17-05-2024,Raspuri,Andhra Pradesh,East Godavari,800,1800,1500
Mango,17-05-2024,Badami,Andhra Pradesh,East Godavari,800,1800,1500
Mango,17-05-2024,Other,Andhra Pradesh,East Godavari,1700,3200,2000
Mango,18-05-2024,Raspuri,Andhra Pradesh,East Godavari,1700,3000,2000
Mango,18-05-2024,Other,Andhra Pradesh,East Godavari,1000,6000,1300
Mango,30-05-2024,Other,Andhra Pradesh,East Godavari,900,1600,1000
Mango,30-05-2024,Raspuri,Andhra Pradesh,East Godavari,1500,2000,1800
Mango,01-06-2024,Badami,Andhra Pradesh,Chittor,1500,3000,2250
Mango,03-06-2024,Badami,Andhra Pradesh,Krishna,1650,3700,1950
Mango,03-06-2024,Badami,Andhra Pradesh,Chittor,3000,4000,3800
Mango,03-06-2024,Badami,Andhra Pradesh,Chittor,1200,2800,2000
Mango,05-06-2024,Badami,Andhra Pradesh,Chittor,1200,3000,2100
Mango,05-06-2024,Other,Andhra Pradesh,East Godavari,700,2000,1000
Mango,25-06-2024,Other,Andhra Pradesh,East Godavari,500,1000,600
Mango,25-06-2024,Safeda,Andhra Pradesh,East Godavari,1500,3000,2000
Mango,27-06-2024,Neelam,Andhra Pradesh,Chittor,2500,3500,3000
Mango,27-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,24-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,26-06-2024,Totapuri,Andhra Pradesh,Chittor,2600,3000,2800
Mango,27-06-2024,Totapuri,Andhra Pradesh,Krishna,2300,3000,2700
Mango,29-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,29-06-2024,Neelam,Andhra Pradesh,Chittor,2500,3500,3000
Mango,29-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,26-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,26-06-2024,Totapuri,Andhra Pradesh,Krishna,2100,2900,2400
Mango,05-06-2024,Safeda,Andhra Pradesh,East Godavari,1000,2500,1500
Mango,07-06-2024,Badami,Andhra Pradesh,Chittor,1000,3000,2000
Mango,13-06-2024,Raspuri,Andhra Pradesh,East Godavari,800,2500,1600
Mango,13-06-2024,Totapuri,Andhra Pradesh,Krishna,1700,2800,1800
Mango,13-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,14-06-2024,Badami,Andhra Pradesh,Chittor,1000,3500,2300
Mango,14-06-2024,Other,Andhra Pradesh,East Godavari,800,1500,1400
Mango,18-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,18-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,18-06-2024,Totapuri,Andhra Pradesh,Krishna,1800,2800,1900
Mango,18-06-2024,Badami,Andhra Pradesh,Krishna,2050,3800,2200
Mango,18-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,18-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,18-06-2024,Badami,Andhra Pradesh,Krishna,2050,3800,2200
Mango,21-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,21-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,17-05-2024,Raspuri,Andhra Pradesh,East Godavari,800,1800,1500
Mango,17-05-2024,Badami,Andhra Pradesh,East Godavari,800,1800,1500
Mango,17-05-2024,Other,Andhra Pradesh,East Godavari,1700,3200,2000
Mango,18-05-2024,Raspuri,Andhra Pradesh,East Godavari,1700,3000,2000
Mango,18-05-2024,Other,Andhra Pradesh,East Godavari,1000,6000,1300
Mango,30-05-2024,Other,Andhra Pradesh,East Godavari,900,1600,1000
Mango,30-05-2024,Raspuri,Andhra Pradesh,East Godavari,1500,2000,1800
Mango,01-06-2024,Badami,Andhra Pradesh,Chittor,1500,3000,2250
Mango,03-06-2024,Badami,Andhra Pradesh,Krishna,1650,3700,1950
Mango,03-06-2024,Badami,Andhra Pradesh,Chittor,3000,4000,3800
Mango,03-06-2024,Badami,Andhra Pradesh,Chittor,1200,2800,2000
Mango,05-06-2024,Badami,Andhra Pradesh,Chittor,1200,3000,2100
Mango,05-06-2024,Other,Andhra Pradesh,East Godavari,700,2000,1000
Mango,25-06-2024,Other,Andhra Pradesh,East Godavari,500,1000,600
Mango,25-06-2024,Safeda,Andhra Pradesh,East Godavari,1500,3000,2000
Mango,27-06-2024,Neelam,Andhra Pradesh,Chittor,2500,3500,3000
Mango,27-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,24-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
Mango,26-06-2024,Totapuri,Andhra Pradesh,Chittor,2600,3000,2800
Mango,27-06-2024,Totapuri,Andhra Pradesh,Krishna,2300,3000,2700
Mango,29-06-2024,Badami,Andhra Pradesh,Chittor,3500,4500,4000
Mango,29-06-2024,Neelam,Andhra Pradesh,Chittor,2500,3500,3000
Mango,29-06-2024,Totapuri,Andhra Pradesh,Chittor,2500,3500,3000
